Exchange_Date,Currency,Exchange
26-10-2017,GBP,0.7573
27-10-2017,GBP,0.7637
28-10-2017,GBP,0.7637
29-10-2017,GBP,0.7637
30-10-2017,GBP,0.7577
31-10-2017,GBP,0.7549
01-11-2017,GBP,0.7525
02-11-2017,GBP,0.7616
03-11-2017,GBP,0.7628
04-11-2017,GBP,0.7628
05-11-2017,GBP,0.7628
06-11-2017,GBP,0.7626
07-11-2017,GBP,0.7614
08-11-2017,GBP,0.7628
09-11-2017,GBP,0.7621
10-11-2017,GBP,0.7583
11-11-2017,GBP,0.7583
12-11-2017,GBP,0.7583
13-11-2017,GBP,0.7637
14-11-2017,GBP,0.7628
15-11-2017,GBP,0.7594
16-11-2017,GBP,0.7577
17-11-2017,GBP,0.7578
18-11-2017,GBP,0.7578
19-11-2017,GBP,0.7578
20-11-2017,GBP,0.7549
21-11-2017,GBP,0.7552
22-11-2017,GBP,0.7559
23-11-2017,GBP,0.7512
24-11-2017,GBP,0.7504
25-11-2017,GBP,0.7504
26-11-2017,GBP,0.7504
27-11-2017,GBP,0.7478
28-11-2017,GBP,0.7532
29-11-2017,GBP,0.7465
30-11-2017,GBP,0.7426
01-12-2017,GBP,0.7414
02-12-2017,GBP,0.7414
03-12-2017,GBP,0.7414
04-12-2017,GBP,0.7394
05-12-2017,GBP,0.7443
06-12-2017,GBP,0.7475
07-12-2017,GBP,0.7472
08-12-2017,GBP,0.7454
09-12-2017,GBP,0.7454
10-12-2017,GBP,0.7454
11-12-2017,GBP,0.7481
12-12-2017,GBP,0.7485
13-12-2017,GBP,0.749
14-12-2017,GBP,0.7443
15-12-2017,GBP,0.7475
16-12-2017,GBP,0.7475
17-12-2017,GBP,0.7475
18-12-2017,GBP,0.7478
19-12-2017,GBP,0.7485
20-12-2017,GBP,0.7456
21-12-2017,GBP,0.7485
22-12-2017,GBP,0.7472
23-12-2017,GBP,0.7472
24-12-2017,GBP,0.7472
25-12-2017,GBP,0.7472
26-12-2017,GBP,0.7472
27-12-2017,GBP,0.7448
28-12-2017,GBP,0.7438
29-12-2017,GBP,0.7398
30-12-2017,GBP,0.7398
31-12-2017,GBP,0.7398
01-01-2018,GBP,0.7398
02-01-2018,GBP,0.7373
03-01-2018,GBP,0.7373
04-01-2018,GBP,0.7385
05-01-2018,GBP,0.7379
06-01-2018,GBP,0.7379
07-01-2018,GBP,0.7379
08-01-2018,GBP,0.7384
09-01-2018,GBP,0.7398
10-01-2018,GBP,0.7394
11-01-2018,GBP,0.7412
12-01-2018,GBP,0.7332
13-01-2018,GBP,0.7332
14-01-2018,GBP,0.7332
15-01-2018,GBP,0.7253
16-01-2018,GBP,0.7266
17-01-2018,GBP,0.7258
18-01-2018,GBP,0.7209
19-01-2018,GBP,0.7211
20-01-2018,GBP,0.7211
21-01-2018,GBP,0.7211
22-01-2018,GBP,0.7197
23-01-2018,GBP,0.717
24-01-2018,GBP,0.7058
25-01-2018,GBP,0.7015
26-01-2018,GBP,0.7023
27-01-2018,GBP,0.7023
28-01-2018,GBP,0.7023
29-01-2018,GBP,0.7104
30-01-2018,GBP,0.7079
31-01-2018,GBP,0.7057
01-02-2018,GBP,0.7025
02-02-2018,GBP,0.7033
03-02-2018,GBP,0.7033
04-02-2018,GBP,0.7033
05-02-2018,GBP,0.712
06-02-2018,GBP,0.7209
07-02-2018,GBP,0.7187
08-02-2018,GBP,0.7143
09-02-2018,GBP,0.7231
10-02-2018,GBP,0.7231
11-02-2018,GBP,0.7231
12-02-2018,GBP,0.7225
13-02-2018,GBP,0.7211
14-02-2018,GBP,0.7211
15-02-2018,GBP,0.7097
16-02-2018,GBP,0.7125
17-02-2018,GBP,0.7125
18-02-2018,GBP,0.7125
19-02-2018,GBP,0.7139
20-02-2018,GBP,0.7145
21-02-2018,GBP,0.7185
22-02-2018,GBP,0.7196
23-02-2018,GBP,0.715
24-02-2018,GBP,0.715
25-02-2018,GBP,0.715
26-02-2018,GBP,0.7128
27-02-2018,GBP,0.7186
28-02-2018,GBP,0.7239
01-03-2018,GBP,0.7273
02-03-2018,GBP,0.7255
03-03-2018,GBP,0.7255
04-03-2018,GBP,0.7255
05-03-2018,GBP,0.7237
06-03-2018,GBP,0.7184
07-03-2018,GBP,0.7209
08-03-2018,GBP,0.7203
09-03-2018,GBP,0.7232
10-03-2018,GBP,0.7232
11-03-2018,GBP,0.7232
12-03-2018,GBP,0.7201
13-03-2018,GBP,0.7162
14-03-2018,GBP,0.7165
15-03-2018,GBP,0.717
16-03-2018,GBP,0.7174
17-03-2018,GBP,0.7174
18-03-2018,GBP,0.7174
19-03-2018,GBP,0.7116
20-03-2018,GBP,0.7145
21-03-2018,GBP,0.7114
22-03-2018,GBP,0.708
23-03-2018,GBP,0.707
24-03-2018,GBP,0.707
25-03-2018,GBP,0.707
26-03-2018,GBP,0.703
27-03-2018,GBP,0.7106
28-03-2018,GBP,0.7066
29-03-2018,GBP,0.7101
30-03-2018,GBP,0.7101
31-03-2018,GBP,0.7101
01-04-2018,GBP,0.7101
02-04-2018,GBP,0.7101
03-04-2018,GBP,0.7111
04-04-2018,GBP,0.7134
05-04-2018,GBP,0.7128
06-04-2018,GBP,0.7135
07-04-2018,GBP,0.7135
08-04-2018,GBP,0.7135
09-04-2018,GBP,0.7078
10-04-2018,GBP,0.7053
11-04-2018,GBP,0.7054
12-04-2018,GBP,0.7039
13-04-2018,GBP,0.7015
14-04-2018,GBP,0.7015
15-04-2018,GBP,0.7015
16-04-2018,GBP,0.699
17-04-2018,GBP,0.6982
18-04-2018,GBP,0.7031
19-04-2018,GBP,0.7024
20-04-2018,GBP,0.7117
21-04-2018,GBP,0.7117
22-04-2018,GBP,0.7117
23-04-2018,GBP,0.7161
24-04-2018,GBP,0.7162
25-04-2018,GBP,0.7171
26-04-2018,GBP,0.7158
27-04-2018,GBP,0.7266
28-04-2018,GBP,0.7266
29-04-2018,GBP,0.7266
30-04-2018,GBP,0.7282
01-05-2018,GBP,0.7282
02-05-2018,GBP,0.7332
03-05-2018,GBP,0.7353
04-05-2018,GBP,0.7372
05-05-2018,GBP,0.7372
06-05-2018,GBP,0.7372
07-05-2018,GBP,0.7395
08-05-2018,GBP,0.7408
09-05-2018,GBP,0.7361
10-05-2018,GBP,0.7393
11-05-2018,GBP,0.7374
12-05-2018,GBP,0.7374
13-05-2018,GBP,0.7374
14-05-2018,GBP,0.7361
15-05-2018,GBP,0.7397
16-05-2018,GBP,0.7418
17-05-2018,GBP,0.7399
18-05-2018,GBP,0.7412
19-05-2018,GBP,0.7412
20-05-2018,GBP,0.7412
21-05-2018,GBP,0.7453
22-05-2018,GBP,0.7435
23-05-2018,GBP,0.7512
24-05-2018,GBP,0.7459
25-05-2018,GBP,0.7498
26-05-2018,GBP,0.7498
27-05-2018,GBP,0.7498
28-05-2018,GBP,0.7512
29-05-2018,GBP,0.754
30-05-2018,GBP,0.7522
31-05-2018,GBP,0.7495
01-06-2018,GBP,0.7514
02-06-2018,GBP,0.7514
03-06-2018,GBP,0.7514
04-06-2018,GBP,0.747
05-06-2018,GBP,0.7485
06-06-2018,GBP,0.7453
07-06-2018,GBP,0.7445
08-06-2018,GBP,0.7464
09-06-2018,GBP,0.7464
10-06-2018,GBP,0.7464
11-06-2018,GBP,0.7479
12-06-2018,GBP,0.748
13-06-2018,GBP,0.7498
14-06-2018,GBP,0.7475
15-06-2018,GBP,0.753
16-06-2018,GBP,0.753
17-06-2018,GBP,0.753
18-06-2018,GBP,0.7548
19-06-2018,GBP,0.7603
20-06-2018,GBP,0.759
21-06-2018,GBP,0.7572
22-06-2018,GBP,0.7526
23-06-2018,GBP,0.7526
24-06-2018,GBP,0.7526
25-06-2018,GBP,0.7525
26-06-2018,GBP,0.7553
27-06-2018,GBP,0.7591
28-06-2018,GBP,0.7642
29-06-2018,GBP,0.76
30-06-2018,GBP,0.76
01-07-2018,GBP,0.76
02-07-2018,GBP,0.7617
03-07-2018,GBP,0.7574
04-07-2018,GBP,0.7568
05-07-2018,GBP,0.7542
06-07-2018,GBP,0.7557
07-07-2018,GBP,0.7557
08-07-2018,GBP,0.7557
09-07-2018,GBP,0.7494
10-07-2018,GBP,0.7542
11-07-2018,GBP,0.754
12-07-2018,GBP,0.7571
13-07-2018,GBP,0.76
14-07-2018,GBP,0.76
15-07-2018,GBP,0.76
16-07-2018,GBP,0.7532
17-07-2018,GBP,0.7579
18-07-2018,GBP,0.7675
19-07-2018,GBP,0.7706
20-07-2018,GBP,0.7665
21-07-2018,GBP,0.7665
22-07-2018,GBP,0.7665
23-07-2018,GBP,0.7611
24-07-2018,GBP,0.7618
25-07-2018,GBP,0.7601
26-07-2018,GBP,0.7584
27-07-2018,GBP,0.7641
28-07-2018,GBP,0.7641
29-07-2018,GBP,0.7641
30-07-2018,GBP,0.7623
31-07-2018,GBP,0.7602
01-08-2018,GBP,0.7613
02-08-2018,GBP,0.7674
03-08-2018,GBP,0.7685
04-08-2018,GBP,0.7685
05-08-2018,GBP,0.7685
06-08-2018,GBP,0.7735
07-08-2018,GBP,0.7713
08-08-2018,GBP,0.7773
09-08-2018,GBP,0.7758
10-08-2018,GBP,0.7828
11-08-2018,GBP,0.7828
12-08-2018,GBP,0.7828
13-08-2018,GBP,0.7834
14-08-2018,GBP,0.7829
15-08-2018,GBP,0.7873
16-08-2018,GBP,0.7871
17-08-2018,GBP,0.7864
18-08-2018,GBP,0.7864
19-08-2018,GBP,0.7864
20-08-2018,GBP,0.7835
21-08-2018,GBP,0.7802
22-08-2018,GBP,0.7742
23-08-2018,GBP,0.7762
24-08-2018,GBP,0.7784
25-08-2018,GBP,0.7784
26-08-2018,GBP,0.7784
27-08-2018,GBP,0.7768
28-08-2018,GBP,0.7744
29-08-2018,GBP,0.7762
30-08-2018,GBP,0.7677
31-08-2018,GBP,0.7702
01-09-2018,GBP,0.7702
02-09-2018,GBP,0.7702
03-09-2018,GBP,0.7766
04-09-2018,GBP,0.7789
05-09-2018,GBP,0.7799
06-09-2018,GBP,0.7721
07-09-2018,GBP,0.7686
08-09-2018,GBP,0.7686
09-09-2018,GBP,0.7686
10-09-2018,GBP,0.7721
11-09-2018,GBP,0.7696
12-09-2018,GBP,0.7685
13-09-2018,GBP,0.7659
14-09-2018,GBP,0.7634
15-09-2018,GBP,0.7634
16-09-2018,GBP,0.7634
17-09-2018,GBP,0.7615
18-09-2018,GBP,0.7606
19-09-2018,GBP,0.7612
20-09-2018,GBP,0.7527
21-09-2018,GBP,0.7603
22-09-2018,GBP,0.7603
23-09-2018,GBP,0.7603
24-09-2018,GBP,0.7599
25-09-2018,GBP,0.7593
26-09-2018,GBP,0.759
27-09-2018,GBP,0.76
28-09-2018,GBP,0.7665
29-09-2018,GBP,0.7665
30-09-2018,GBP,0.7665
01-10-2018,GBP,0.7675
02-10-2018,GBP,0.7714
03-10-2018,GBP,0.7698
04-10-2018,GBP,0.7701
05-10-2018,GBP,0.7663
06-10-2018,GBP,0.7663
07-10-2018,GBP,0.7663
08-10-2018,GBP,0.7668
09-10-2018,GBP,0.7668
10-10-2018,GBP,0.7604
11-10-2018,GBP,0.7559
12-10-2018,GBP,0.7572
13-10-2018,GBP,0.7572
14-10-2018,GBP,0.7572
15-10-2018,GBP,0.7603
16-10-2018,GBP,0.756
17-10-2018,GBP,0.7627
18-10-2018,GBP,0.7635
19-10-2018,GBP,0.7674
20-10-2018,GBP,0.7674
21-10-2018,GBP,0.7674
22-10-2018,GBP,0.7693
23-10-2018,GBP,0.7676
24-10-2018,GBP,0.7747
25-10-2018,GBP,0.7755
26-10-2018,GBP,0.7817
27-10-2018,GBP,0.7817
28-10-2018,GBP,0.7817
29-10-2018,GBP,0.7801
30-10-2018,GBP,0.7839
31-10-2018,GBP,0.7852
01-11-2018,GBP,0.7739
02-11-2018,GBP,0.7696
03-11-2018,GBP,0.7696
04-11-2018,GBP,0.7696
05-11-2018,GBP,0.7699
06-11-2018,GBP,0.764
07-11-2018,GBP,0.7609
08-11-2018,GBP,0.763
09-11-2018,GBP,0.7673
10-11-2018,GBP,0.7673
11-11-2018,GBP,0.7673
12-11-2018,GBP,0.7773
13-11-2018,GBP,0.7721
14-11-2018,GBP,0.7706
15-11-2018,GBP,0.7817
16-11-2018,GBP,0.7787
17-11-2018,GBP,0.7787
18-11-2018,GBP,0.7787
19-11-2018,GBP,0.7796
20-11-2018,GBP,0.7785
21-11-2018,GBP,0.781
22-11-2018,GBP,0.777
23-11-2018,GBP,0.7794
24-11-2018,GBP,0.7794
25-11-2018,GBP,0.7794
26-11-2018,GBP,0.7783
27-11-2018,GBP,0.7834
28-11-2018,GBP,0.782
29-11-2018,GBP,0.7828
30-11-2018,GBP,0.7841
01-12-2018,GBP,0.7841
02-12-2018,GBP,0.7841
03-12-2018,GBP,0.7867
04-12-2018,GBP,0.7806
05-12-2018,GBP,0.7829
06-12-2018,GBP,0.7835
07-12-2018,GBP,0.7834
08-12-2018,GBP,0.7834
09-12-2018,GBP,0.7834
10-12-2018,GBP,0.7899
11-12-2018,GBP,0.7929
12-12-2018,GBP,0.7944
13-12-2018,GBP,0.7902
14-12-2018,GBP,0.7961
15-12-2018,GBP,0.7961
16-12-2018,GBP,0.7961
17-12-2018,GBP,0.7926
18-12-2018,GBP,0.7886
19-12-2018,GBP,0.7919
20-12-2018,GBP,0.7889
21-12-2018,GBP,0.7904
22-12-2018,GBP,0.7904
23-12-2018,GBP,0.7904
24-12-2018,GBP,0.7893
25-12-2018,GBP,0.7893
26-12-2018,GBP,0.7893
27-12-2018,GBP,0.7917
28-12-2018,GBP,0.7881
29-12-2018,GBP,0.7881
30-12-2018,GBP,0.7881
31-12-2018,GBP,0.7812
01-01-2019,GBP,0.7812
02-01-2019,GBP,0.7911
03-01-2019,GBP,0.7958
04-01-2019,GBP,0.7892
05-01-2019,GBP,0.7892
06-01-2019,GBP,0.7892
07-01-2019,GBP,0.7839
08-01-2019,GBP,0.7845
09-01-2019,GBP,0.7849
10-01-2019,GBP,0.7839
11-01-2019,GBP,0.7805
12-01-2019,GBP,0.7805
13-01-2019,GBP,0.7805
14-01-2019,GBP,0.7784
15-01-2019,GBP,0.7793
16-01-2019,GBP,0.7779
17-01-2019,GBP,0.7745
18-01-2019,GBP,0.7729
19-01-2019,GBP,0.7729
20-01-2019,GBP,0.7729
21-01-2019,GBP,0.7772
22-01-2019,GBP,0.7751
23-01-2019,GBP,0.7672
24-01-2019,GBP,0.7679
25-01-2019,GBP,0.7631
26-01-2019,GBP,0.7631
27-01-2019,GBP,0.7631
28-01-2019,GBP,0.761
29-01-2019,GBP,0.7594
30-01-2019,GBP,0.7642
31-01-2019,GBP,0.7623
01-02-2019,GBP,0.7662
02-02-2019,GBP,0.7662
03-02-2019,GBP,0.7662
04-02-2019,GBP,0.7661
05-02-2019,GBP,0.7687
06-02-2019,GBP,0.7712
07-02-2019,GBP,0.7735
08-02-2019,GBP,0.7711
09-02-2019,GBP,0.7711
10-02-2019,GBP,0.7711
11-02-2019,GBP,0.7747
12-02-2019,GBP,0.7764
13-02-2019,GBP,0.7745
14-02-2019,GBP,0.7805
15-02-2019,GBP,0.781
16-02-2019,GBP,0.781
17-02-2019,GBP,0.781
18-02-2019,GBP,0.7735
19-02-2019,GBP,0.772
20-02-2019,GBP,0.7666
21-02-2019,GBP,0.7645
22-02-2019,GBP,0.7705
23-02-2019,GBP,0.7705
24-02-2019,GBP,0.7705
25-02-2019,GBP,0.7647
26-02-2019,GBP,0.7575
27-02-2019,GBP,0.7509
28-02-2019,GBP,0.7519
01-03-2019,GBP,0.7552
02-03-2019,GBP,0.7552
03-03-2019,GBP,0.7552
04-03-2019,GBP,0.7566
05-03-2019,GBP,0.7623
06-03-2019,GBP,0.7605
07-03-2019,GBP,0.762
08-03-2019,GBP,0.7655
09-03-2019,GBP,0.7655
10-03-2019,GBP,0.7655
11-03-2019,GBP,0.767
12-03-2019,GBP,0.764
13-03-2019,GBP,0.7598
14-03-2019,GBP,0.7546
15-03-2019,GBP,0.7554
16-03-2019,GBP,0.7554
17-03-2019,GBP,0.7554
18-03-2019,GBP,0.7548
19-03-2019,GBP,0.7532
20-03-2019,GBP,0.7599
21-03-2019,GBP,0.761
22-03-2019,GBP,0.76
23-03-2019,GBP,0.76
24-03-2019,GBP,0.76
25-03-2019,GBP,0.7562
26-03-2019,GBP,0.7557
27-03-2019,GBP,0.7559
28-03-2019,GBP,0.7627
29-03-2019,GBP,0.764
30-03-2019,GBP,0.764
31-03-2019,GBP,0.764
01-04-2019,GBP,0.7624
02-04-2019,GBP,0.7679
03-04-2019,GBP,0.7595
04-04-2019,GBP,0.7614
05-04-2019,GBP,0.765
06-04-2019,GBP,0.765
07-04-2019,GBP,0.765
08-04-2019,GBP,0.7663
09-04-2019,GBP,0.7656
10-04-2019,GBP,0.7632
11-04-2019,GBP,0.765
12-04-2019,GBP,0.7622
13-04-2019,GBP,0.7622
14-04-2019,GBP,0.7622
15-04-2019,GBP,0.7629
16-04-2019,GBP,0.7642
17-04-2019,GBP,0.7662
18-04-2019,GBP,0.7686
19-04-2019,GBP,0.7686
20-04-2019,GBP,0.7686
21-04-2019,GBP,0.7686
22-04-2019,GBP,0.7686
23-04-2019,GBP,0.7688
24-04-2019,GBP,0.7721
25-04-2019,GBP,0.7771
26-04-2019,GBP,0.7755
27-04-2019,GBP,0.7755
28-04-2019,GBP,0.7755
29-04-2019,GBP,0.7743
30-04-2019,GBP,0.7688
01-05-2019,GBP,0.7688
02-05-2019,GBP,0.7664
03-05-2019,GBP,0.769
04-05-2019,GBP,0.769
05-05-2019,GBP,0.769
06-05-2019,GBP,0.7632
07-05-2019,GBP,0.7657
08-05-2019,GBP,0.7686
09-05-2019,GBP,0.7694
10-05-2019,GBP,0.768
11-05-2019,GBP,0.768
12-05-2019,GBP,0.768
13-05-2019,GBP,0.7679
14-05-2019,GBP,0.7725
15-05-2019,GBP,0.7764
16-05-2019,GBP,0.7807
17-05-2019,GBP,0.7841
18-05-2019,GBP,0.7841
19-05-2019,GBP,0.7841
20-05-2019,GBP,0.7846
21-05-2019,GBP,0.785
22-05-2019,GBP,0.7903
23-05-2019,GBP,0.7909
24-05-2019,GBP,0.7895
25-05-2019,GBP,0.7895
26-05-2019,GBP,0.7895
27-05-2019,GBP,0.7879
28-05-2019,GBP,0.7896
29-05-2019,GBP,0.7908
30-05-2019,GBP,0.792
31-05-2019,GBP,0.7954
01-06-2019,GBP,0.7954
02-06-2019,GBP,0.7954
03-06-2019,GBP,0.7923
04-06-2019,GBP,0.7892
05-06-2019,GBP,0.7873
06-06-2019,GBP,0.7861
07-06-2019,GBP,0.7866
08-06-2019,GBP,0.7866
09-06-2019,GBP,0.7866
10-06-2019,GBP,0.7897
11-06-2019,GBP,0.787
12-06-2019,GBP,0.7843
13-06-2019,GBP,0.7879
14-06-2019,GBP,0.7909
15-06-2019,GBP,0.7909
16-06-2019,GBP,0.7909
17-06-2019,GBP,0.7941
18-06-2019,GBP,0.7992
19-06-2019,GBP,0.7943
20-06-2019,GBP,0.7885
21-06-2019,GBP,0.7903
22-06-2019,GBP,0.7903
23-06-2019,GBP,0.7903
24-06-2019,GBP,0.7843
25-06-2019,GBP,0.7858
26-06-2019,GBP,0.7886
27-06-2019,GBP,0.7865
28-06-2019,GBP,0.7878
29-06-2019,GBP,0.7878
30-06-2019,GBP,0.7878
01-07-2019,GBP,0.7905
02-07-2019,GBP,0.7915
03-07-2019,GBP,0.7947
04-07-2019,GBP,0.7949
05-07-2019,GBP,0.7967
06-07-2019,GBP,0.7967
07-07-2019,GBP,0.7967
08-07-2019,GBP,0.7992
09-07-2019,GBP,0.803
10-07-2019,GBP,0.8015
11-07-2019,GBP,0.7957
12-07-2019,GBP,0.7979
13-07-2019,GBP,0.7979
14-07-2019,GBP,0.7979
15-07-2019,GBP,0.7975
16-07-2019,GBP,0.8042
17-07-2019,GBP,0.8055
18-07-2019,GBP,0.8011
19-07-2019,GBP,0.7985
20-07-2019,GBP,0.7985
21-07-2019,GBP,0.7985
22-07-2019,GBP,0.8022
23-07-2019,GBP,0.804
24-07-2019,GBP,0.8002
25-07-2019,GBP,0.8004
26-07-2019,GBP,0.8047
27-07-2019,GBP,0.8047
28-07-2019,GBP,0.8047
29-07-2019,GBP,0.8134
30-07-2019,GBP,0.8217
31-07-2019,GBP,0.8217
01-08-2019,GBP,0.8259
02-08-2019,GBP,0.8239
03-08-2019,GBP,0.8239
04-08-2019,GBP,0.8239
05-08-2019,GBP,0.8217
06-08-2019,GBP,0.8209
07-08-2019,GBP,0.8244
08-08-2019,GBP,0.823
09-08-2019,GBP,0.8289
10-08-2019,GBP,0.8289
11-08-2019,GBP,0.8289
12-08-2019,GBP,0.8274
13-08-2019,GBP,0.8272
14-08-2019,GBP,0.8283
15-08-2019,GBP,0.8239
16-08-2019,GBP,0.8219
17-08-2019,GBP,0.8219
18-08-2019,GBP,0.8219
19-08-2019,GBP,0.8248
20-08-2019,GBP,0.8272
21-08-2019,GBP,0.8244
22-08-2019,GBP,0.8224
23-08-2019,GBP,0.8175
24-08-2019,GBP,0.8175
25-08-2019,GBP,0.8175
26-08-2019,GBP,0.8169
27-08-2019,GBP,0.8144
28-08-2019,GBP,0.8195
29-08-2019,GBP,0.8177
30-08-2019,GBP,0.8206
31-08-2019,GBP,0.8206
01-09-2019,GBP,0.8206
02-09-2019,GBP,0.828
03-09-2019,GBP,0.831
04-09-2019,GBP,0.8192
05-09-2019,GBP,0.8101
06-09-2019,GBP,0.8129
07-09-2019,GBP,0.8129
08-09-2019,GBP,0.8129
09-09-2019,GBP,0.8092
10-09-2019,GBP,0.8089
11-09-2019,GBP,0.8101
12-09-2019,GBP,0.8111
13-09-2019,GBP,0.8029
14-09-2019,GBP,0.8029
15-09-2019,GBP,0.8029
16-09-2019,GBP,0.8024
17-09-2019,GBP,0.8055
18-09-2019,GBP,0.8027
19-09-2019,GBP,0.8018
20-09-2019,GBP,0.7999
21-09-2019,GBP,0.7999
22-09-2019,GBP,0.7999
23-09-2019,GBP,0.8042
24-09-2019,GBP,0.8012
25-09-2019,GBP,0.8074
26-09-2019,GBP,0.8092
27-09-2019,GBP,0.8119
28-09-2019,GBP,0.8119
29-09-2019,GBP,0.8119
30-09-2019,GBP,0.8134
01-10-2019,GBP,0.8163
02-10-2019,GBP,0.8144
03-10-2019,GBP,0.8108
04-10-2019,GBP,0.811
05-10-2019,GBP,0.811
06-10-2019,GBP,0.811
07-10-2019,GBP,0.811
08-10-2019,GBP,0.8174
09-10-2019,GBP,0.8182
10-10-2019,GBP,0.8174
11-10-2019,GBP,0.7925
12-10-2019,GBP,0.7925
13-10-2019,GBP,0.7925
14-10-2019,GBP,0.7976
15-10-2019,GBP,0.7909
16-10-2019,GBP,0.7851
17-10-2019,GBP,0.7814
18-10-2019,GBP,0.7756
19-10-2019,GBP,0.7756
20-10-2019,GBP,0.7756
21-10-2019,GBP,0.7691
22-10-2019,GBP,0.7733
23-10-2019,GBP,0.7768
24-10-2019,GBP,0.7754
25-10-2019,GBP,0.7797
26-10-2019,GBP,0.7797
27-10-2019,GBP,0.7797
28-10-2019,GBP,0.7786
29-10-2019,GBP,0.7781
30-10-2019,GBP,0.7762
31-10-2019,GBP,0.7722
01-11-2019,GBP,0.7721
02-11-2019,GBP,0.7721
03-11-2019,GBP,0.7721
04-11-2019,GBP,0.774
05-11-2019,GBP,0.7752
06-11-2019,GBP,0.7758
07-11-2019,GBP,0.7804
08-11-2019,GBP,0.7808
09-11-2019,GBP,0.7808
10-11-2019,GBP,0.7808
11-11-2019,GBP,0.7766
12-11-2019,GBP,0.7791
13-11-2019,GBP,0.7792
14-11-2019,GBP,0.7788
15-11-2019,GBP,0.7763
16-11-2019,GBP,0.7763
17-11-2019,GBP,0.7763
18-11-2019,GBP,0.7714
19-11-2019,GBP,0.7725
20-11-2019,GBP,0.7751
21-11-2019,GBP,0.7713
22-11-2019,GBP,0.7775
23-11-2019,GBP,0.7775
24-11-2019,GBP,0.7775
25-11-2019,GBP,0.7768
26-11-2019,GBP,0.7778
27-11-2019,GBP,0.7762
28-11-2019,GBP,0.774
29-11-2019,GBP,0.776
30-11-2019,GBP,0.776
01-12-2019,GBP,0.776
02-12-2019,GBP,0.7731
03-12-2019,GBP,0.7696
04-12-2019,GBP,0.7636
05-12-2019,GBP,0.7614
06-12-2019,GBP,0.7612
07-12-2019,GBP,0.7612
08-12-2019,GBP,0.7612
09-12-2019,GBP,0.7602
10-12-2019,GBP,0.759
11-12-2019,GBP,0.7607
12-12-2019,GBP,0.7593
13-12-2019,GBP,0.7473
14-12-2019,GBP,0.7473
15-12-2019,GBP,0.7473
16-12-2019,GBP,0.7484
17-12-2019,GBP,0.7593
18-12-2019,GBP,0.7652
19-12-2019,GBP,0.7653
20-12-2019,GBP,0.7672
21-12-2019,GBP,0.7672
22-12-2019,GBP,0.7672
23-12-2019,GBP,0.7739
24-12-2019,GBP,0.772
25-12-2019,GBP,0.772
26-12-2019,GBP,0.772
27-12-2019,GBP,0.7633
28-12-2019,GBP,0.7633
29-12-2019,GBP,0.7633
30-12-2019,GBP,0.7615
31-12-2019,GBP,0.7573
01-01-2020,GBP,0.7573
02-01-2020,GBP,0.7579
03-01-2020,GBP,0.7636
04-01-2020,GBP,0.7636
05-01-2020,GBP,0.7636
06-01-2020,GBP,0.7613
07-01-2020,GBP,0.7625
08-01-2020,GBP,0.7635
09-01-2020,GBP,0.7676
10-01-2020,GBP,0.7647
11-01-2020,GBP,0.7647
12-01-2020,GBP,0.7647
13-01-2020,GBP,0.7708
14-01-2020,GBP,0.7703
15-01-2020,GBP,0.769
16-01-2020,GBP,0.7652
17-01-2020,GBP,0.7662
18-01-2020,GBP,0.7662
19-01-2020,GBP,0.7662
20-01-2020,GBP,0.7693
21-01-2020,GBP,0.765
22-01-2020,GBP,0.7616
23-01-2020,GBP,0.7619
24-01-2020,GBP,0.7641
25-01-2020,GBP,0.7641
26-01-2020,GBP,0.7641
27-01-2020,GBP,0.7652
28-01-2020,GBP,0.7688
29-01-2020,GBP,0.7688
30-01-2020,GBP,0.7633
31-01-2020,GBP,0.7616
01-02-2020,GBP,0.7616
02-02-2020,GBP,0.7616
03-02-2020,GBP,0.7661
04-02-2020,GBP,0.7683
05-02-2020,GBP,0.7661
06-02-2020,GBP,0.771
07-02-2020,GBP,0.7724
08-02-2020,GBP,0.7724
09-02-2020,GBP,0.7724
10-02-2020,GBP,0.7728
11-02-2020,GBP,0.7736
12-02-2020,GBP,0.7702
13-02-2020,GBP,0.7672
14-02-2020,GBP,0.7675
15-02-2020,GBP,0.7675
16-02-2020,GBP,0.7675
17-02-2020,GBP,0.7682
18-02-2020,GBP,0.7672
19-02-2020,GBP,0.7699
20-02-2020,GBP,0.777
21-02-2020,GBP,0.7732
22-02-2020,GBP,0.7732
23-02-2020,GBP,0.7732
24-02-2020,GBP,0.7749
25-02-2020,GBP,0.7715
26-02-2020,GBP,0.7738
27-02-2020,GBP,0.7752
28-02-2020,GBP,0.7772
29-02-2020,GBP,0.7772
01-03-2020,GBP,0.7772
02-03-2020,GBP,0.7832
03-03-2020,GBP,0.7827
04-03-2020,GBP,0.7807
05-03-2020,GBP,0.7747
06-03-2020,GBP,0.7689
07-03-2020,GBP,0.7689
08-03-2020,GBP,0.7689
09-03-2020,GBP,0.7628
10-03-2020,GBP,0.7672
11-03-2020,GBP,0.7736
12-03-2020,GBP,0.7885
13-03-2020,GBP,0.8021
14-03-2020,GBP,0.8021
15-03-2020,GBP,0.8021
16-03-2020,GBP,0.8149
17-03-2020,GBP,0.827
18-03-2020,GBP,0.8431
19-03-2020,GBP,0.8609
20-03-2020,GBP,0.8502
21-03-2020,GBP,0.8502
22-03-2020,GBP,0.8502
