ProductKey,Product_Name,Category,Brand,Annual_Demand,EOQ,Daily_Demand,Safety_Stock,Final_Reorder_Point,Annual_Order_Cost,Annual_Holding_Cost,Total_Inventory_Cost,Risk_Level
680,Proseware Mobile Receipt and Document Scanner M200 Grey,Computers,Proseware,13.04,2.0,0.0357,6.0,6.0,18.86,13.34,32.2,Medium
681,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,Computers,Proseware,11.48,2.0,0.0315,4.0,4.0,16.61,13.91,30.52,Medium
682,Proseware All-In-One Photo Printer M200 Grey,Computers,Proseware,5.45,1.0,0.0149,6.0,6.0,15.77,7.82,23.59,Medium
683,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,Computers,Proseware,15.57,2.0,0.0427,7.0,7.0,22.52,14.83,37.35,Medium
684,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,Computers,Proseware,3.11,1.0,0.0085,4.0,4.0,9.0,9.2,18.2,Low
685,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey",Computers,Proseware,4.48,1.0,0.0123,3.0,3.0,12.96,9.08,22.04,Medium
686,Proseware Duplex Scanner M200 Grey,Computers,Proseware,7.2,2.0,0.0197,3.0,3.0,10.41,17.13,27.54,Medium
687,Proseware High Speed Laser Fax M2000 Grey,Computers,Proseware,9.15,2.0,0.0251,6.0,6.0,13.24,17.31,30.55,Medium
688,Proseware Laser Fax Printer M250 Grey,Computers,Proseware,9.15,2.0,0.0251,5.0,5.0,13.24,13.56,26.8,Medium
689,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Computers,Proseware,5.06,1.0,0.0139,5.0,5.0,14.64,9.14,23.78,Medium
690,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey,Computers,Proseware,5.84,1.0,0.016,4.0,4.0,16.9,9.44,26.34,Medium
691,Proseware Slim-Design Fax Machine with Answering System X180 Grey,Computers,Proseware,12.45,2.0,0.0341,4.0,4.0,18.01,19.55,37.56,Medium
692,Proseware High-Performance Business-Class Laser Fax X200 Grey,Computers,Proseware,9.34,2.0,0.0256,5.0,5.0,13.51,20.54,34.05,Medium
693,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,Computers,Proseware,7.98,2.0,0.0219,2.0,2.0,11.54,18.97,30.51,Medium
694,Proseware Photo Ink Jet Printer E290 Grey,Computers,Proseware,10.12,2.0,0.0277,7.0,7.0,14.64,13.0,27.64,Medium
695,Proseware Office Jet All-in-One Printer M500 Grey,Computers,Proseware,7.59,2.0,0.0208,6.0,6.0,10.98,18.74,29.72,Medium
696,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,Computers,Proseware,9.15,2.0,0.0251,4.0,4.0,13.24,21.84,35.08,Medium
697,Proseware Photo Smart All-in-One Printer M380 Grey,Computers,Proseware,7.2,2.0,0.0197,3.0,3.0,10.41,16.9,27.31,Medium
698,Proseware Wireless Photo All-in-One Printer M390 Grey,Computers,Proseware,11.48,2.0,0.0315,5.0,5.0,16.61,21.61,38.22,Medium
699,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Grey,Computers,Proseware,6.03,1.0,0.0165,4.0,4.0,17.44,11.27,28.71,Medium
700,Proseware Photo Ink Jet Printer M100 White,Computers,Proseware,3.5,1.0,0.0096,4.0,4.0,10.13,9.14,19.27,Low
701,Proseware Ink Jet All in one M300 White,Computers,Proseware,8.56,2.0,0.0235,4.0,4.0,12.38,19.43,31.81,Medium
702,Proseware Laser Jet Printer E100 White,Computers,Proseware,8.17,2.0,0.0224,4.0,4.0,11.82,10.07,21.89,Medium
703,Proseware Laser Jet Color Printer X300 White,Computers,Proseware,15.76,2.0,0.0432,6.0,6.0,22.8,17.31,40.11,Medium
704,Proseware Laser Jet All in one X300 White,Computers,Proseware,2.14,1.0,0.0059,2.0,2.0,6.19,9.07,15.26,Low
705,Proseware Fax Phone E100 White,Computers,Proseware,9.73,2.0,0.0267,6.0,6.0,14.07,11.09,25.16,Medium
706,Proseware Fax Machine E100 White,Computers,Proseware,11.48,3.0,0.0315,5.0,5.0,11.07,15.1,26.17,Medium
707,Proseware Laser Fax Printer E100 White,Computers,Proseware,8.56,2.0,0.0235,5.0,5.0,12.38,11.6,23.98,Medium
708,Proseware Ink Jet Fax Machine E100 White,Computers,Proseware,10.9,3.0,0.0299,6.0,6.0,10.51,14.91,25.42,Medium
709,Proseware Mobile Receipt and Document Scanner M200 White,Computers,Proseware,9.15,2.0,0.0251,5.0,5.0,13.24,13.34,26.58,Medium
710,Proseware Scan Jet Digital Flat Bed Scanner M300 White,Computers,Proseware,10.12,2.0,0.0277,4.0,4.0,14.64,13.91,28.55,Medium
711,Proseware All-In-One Photo Printer M200 White,Computers,Proseware,6.81,2.0,0.0187,6.0,6.0,9.85,15.64,25.49,Medium
712,Proseware Ink Jet Wireless All-In-One Printer M400 White,Computers,Proseware,8.37,2.0,0.0229,5.0,5.0,12.11,14.83,26.94,Medium
713,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,Computers,Proseware,7.78,2.0,0.0213,4.0,4.0,11.25,18.4,29.65,Medium
714,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White",Computers,Proseware,11.09,2.0,0.0304,5.0,5.0,16.04,18.16,34.2,Medium
715,Proseware Duplex Scanner M200 White,Computers,Proseware,11.29,2.0,0.0309,6.0,6.0,16.33,17.13,33.46,Medium
716,Proseware High Speed Laser M2000 White,Computers,Proseware,7.2,2.0,0.0197,3.0,3.0,10.41,17.31,27.72,Medium
717,Proseware Laser Fax Printer M250 White,Computers,Proseware,3.89,1.0,0.0107,4.0,4.0,11.25,6.78,18.03,Low
718,"Proseware Color Ink jet Fax, Copier, Phone M250 White",Computers,Proseware,11.68,2.0,0.032,5.0,5.0,16.9,18.28,35.18,Medium
719,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 White,Computers,Proseware,9.54,2.0,0.0261,5.0,5.0,13.8,18.89,32.69,Medium
720,Proseware Slim-Design Fax Machine with Answering System X180 White,Computers,Proseware,6.62,1.0,0.0181,6.0,6.0,19.15,9.77,28.92,Medium
721,Proseware High-Performance Business-Class Laser Fax X200 White,Computers,Proseware,17.71,2.0,0.0485,6.0,6.0,25.62,20.54,46.16,Medium
722,Proseware Professional Quality Plain-Paper Fax and Copier X100 White,Computers,Proseware,6.03,1.0,0.0165,4.0,4.0,17.44,9.48,26.92,Medium
723,Proseware Photo Ink jet Printer E290 White,Computers,Proseware,9.92,2.0,0.0272,5.0,5.0,14.35,13.0,27.35,Medium
724,Proseware Office Jet All-in-One Printer M500 White,Computers,Proseware,10.31,2.0,0.0282,6.0,6.0,14.91,18.74,33.65,Medium
725,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 White,Computers,Proseware,6.42,1.0,0.0176,6.0,6.0,18.57,10.92,29.49,Medium
726,Proseware Photo Smart All-in-One Printer M380 White,Computers,Proseware,11.48,2.0,0.0315,5.0,5.0,16.61,16.9,33.51,Medium
727,Proseware Wireless Photo All-in-One Printer M390 White,Computers,Proseware,8.76,2.0,0.024,6.0,6.0,12.67,21.61,34.28,Medium
728,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Computers,Proseware,5.25,1.0,0.0144,3.0,3.0,15.19,11.27,26.46,Medium
729,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,Computers,Proseware,10.12,2.0,0.0277,4.0,4.0,14.64,13.91,28.55,Medium
730,Proseware All-In-One Photo Printer M200 Green,Computers,Proseware,8.76,2.0,0.024,6.0,6.0,12.67,15.64,28.31,Medium
731,Proseware Ink Jet Wireless All-In-One Printer M400 Green,Computers,Proseware,10.31,2.0,0.0282,4.0,4.0,14.91,14.83,29.74,Medium
732,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,Computers,Proseware,7.39,2.0,0.0202,3.0,3.0,10.69,18.4,29.09,Medium
733,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Green",Computers,Proseware,5.84,1.0,0.016,3.0,3.0,16.9,9.08,25.98,Medium
734,Proseware Duplex Scanner M200 Green,Computers,Proseware,8.76,2.0,0.024,5.0,5.0,12.67,17.13,29.8,Medium
735,Proseware High Speed Laser M2000 Green,Computers,Proseware,13.43,2.0,0.0368,5.0,5.0,19.43,17.31,36.74,Medium
736,Proseware Laser Fax Printer M250 Green,Computers,Proseware,4.09,1.0,0.0112,6.0,6.0,11.83,6.78,18.61,Low
737,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green",Computers,Proseware,15.18,2.0,0.0416,5.0,5.0,21.96,18.28,40.24,Medium
738,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Computers,Proseware,10.51,2.0,0.0288,5.0,5.0,15.2,18.89,34.09,Medium
739,Proseware Slim-Design Fax Machine with Answering System X180 Green,Computers,Proseware,8.95,2.0,0.0245,5.0,5.0,12.95,19.55,32.5,Medium
740,Proseware High-Performance Business-Class Laser Fax X200 Green,Computers,Proseware,9.54,2.0,0.0261,5.0,5.0,13.8,20.54,34.34,Medium
741,Proseware Professional Quality Plain-Paper Fax and Copier X100 Green,Computers,Proseware,3.89,1.0,0.0107,6.0,6.0,11.25,9.48,20.73,Medium
742,Proseware Photo Inkjet Printer E290 Green,Computers,Proseware,16.15,3.0,0.0442,6.0,6.0,15.57,19.5,35.07,Medium
743,Contoso Rechargeable Battery E100 Black,Computers,Contoso,5.06,4.0,0.0139,5.0,5.0,3.66,3.3,6.96,Low
744,Contoso Dual USB Power Adapter - power adapter E300 Black,Computers,Contoso,4.86,2.0,0.0133,6.0,6.0,7.03,5.08,12.11,Low
745,Contoso Car power adapter M90 Black,Computers,Contoso,3.89,3.0,0.0107,6.0,6.0,3.75,3.44,7.19,Low
746,Contoso Notebook Peripheral Kit M69 Black,Computers,Contoso,4.67,4.0,0.0128,4.0,4.0,3.38,3.8,7.18,Low
747,Contoso Mouse Lock Bundle E200 Black,Computers,Contoso,4.28,4.0,0.0117,2.0,2.0,3.1,3.3,6.4,Low
748,Contoso Education Supplies Bundle E200 Black,Computers,Contoso,8.95,5.0,0.0245,5.0,5.0,5.18,4.3,9.48,Low
749,Contoso Laptop Starter Bundle M200 Black,Computers,Contoso,4.09,4.0,0.0112,4.0,4.0,2.96,3.8,6.76,Low
750,Contoso Education Essentials Bundle M300 Black,Computers,Contoso,5.84,6.0,0.016,7.0,7.0,2.82,3.28,6.1,Low
751,Contoso Desktop Alternative Bundle E200 Black,Computers,Contoso,1.36,2.0,0.0037,2.0,2.0,1.97,1.46,3.43,Low
752,Contoso Power Inverter - DC to AC power inverter E900 Black,Computers,Contoso,3.31,4.0,0.0091,4.0,4.0,2.39,2.42,4.81,Low
753,Contoso Smart Battery M901 Black,Computers,Contoso,2.34,3.0,0.0064,1.0,1.0,2.26,1.98,4.24,Low
754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,Computers,Contoso,5.84,3.0,0.016,5.0,5.0,5.63,5.72,11.35,Low
755,Contoso Home/Office Laptop Power Adapter E300 Black,Computers,Contoso,6.03,3.0,0.0165,6.0,6.0,5.81,4.88,10.69,Low
756,Contoso USB 2.0 Dock Station docking station M800 Black,Computers,Contoso,4.67,3.0,0.0128,5.0,5.0,4.5,5.16,9.66,Low
757,Contoso Enhanced Capacity Battery M800 Black,Computers,Contoso,5.84,3.0,0.016,4.0,4.0,5.63,4.81,10.44,Low
758,Contoso Connectivity Starter Kit Smart Buy M680 Black,Computers,Contoso,2.72,2.0,0.0075,4.0,4.0,3.93,3.21,7.14,Low
759,Contoso 90W AC/DC Power Adapter E300 Black,Computers,Contoso,5.06,4.0,0.0139,4.0,4.0,3.66,3.04,6.7,Low
760,Contoso Reserve Pen - Tablet Pen E200 Black,Computers,Contoso,6.62,5.0,0.0181,6.0,6.0,3.83,4.43,8.26,Low
761,Contoso USB Data Link-direct connect adapter E600 Black,Computers,Contoso,2.72,3.0,0.0075,5.0,5.0,2.62,3.23,5.85,Low
762,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,Computers,Contoso,6.81,4.0,0.0187,6.0,6.0,4.93,5.62,10.55,Low
763,Contoso Digital camera accessory kit M200 Black,Computers,Contoso,6.62,4.0,0.0181,4.0,4.0,4.79,5.5,10.29,Low
764,Contoso Leather Case - case for digital photo camera X20 Black,Computers,Contoso,1.36,2.0,0.0037,2.0,2.0,1.97,3.3,5.27,Low
765,Contoso Lens cap E80 Black,Computers,Contoso,2.53,2.0,0.0069,6.0,6.0,3.66,3.82,7.48,Low
766,Contoso Battery charger - bike E200 Black,Computers,Contoso,4.48,3.0,0.0123,4.0,4.0,4.32,3.81,8.13,Low
767,Contoso USB Optical Mouse E200 Black,Computers,Contoso,5.84,4.0,0.016,5.0,5.0,4.22,3.95,8.17,Low
768,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,Computers,Contoso,2.34,2.0,0.0064,3.0,3.0,3.38,2.28,5.66,Low
769,Contoso ADSL Modem Splitter/Filter X 2 E200 Black,Computers,Contoso,3.7,3.0,0.0101,2.0,2.0,3.57,4.38,7.95,Low
770,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,Computers,Contoso,0.97,1.0,0.0027,5.0,5.0,2.81,3.37,6.18,Low
771,Contoso USB Wave Multi-media Keyboard E280 Black,Computers,Contoso,3.7,3.0,0.0101,4.0,4.0,3.57,3.04,6.61,Low
772,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,Computers,Contoso,6.42,5.0,0.0176,5.0,5.0,3.71,3.79,7.5,Low
773,Contoso USB Wave Multi-media Keyboard E280 Blue,Computers,Contoso,4.86,4.0,0.0133,5.0,5.0,3.51,4.06,7.57,Low
774,Contoso USB Optical Mouse E200 Blue,Computers,Contoso,5.25,4.0,0.0144,4.0,4.0,3.8,3.95,7.75,Low
775,Contoso Smart Battery M901 Blue,Computers,Contoso,0.97,2.0,0.0027,2.0,2.0,1.4,1.32,2.72,Low
776,Contoso Digital Camera Accessory kit M200 Blue,Computers,Contoso,5.45,3.0,0.0149,5.0,5.0,5.26,4.12,9.38,Low
777,Contoso Reserve Pen -Tablet Pen E200 Blue,Computers,Contoso,5.84,4.0,0.016,6.0,6.0,4.22,3.54,7.76,Low
778,Contoso Rechargeable Battery E100 White,Computers,Contoso,8.37,5.0,0.0229,6.0,6.0,4.84,4.12,8.96,Low
779,Contoso Dual USB Power Adapter - power adapter E300 White,Computers,Contoso,3.11,2.0,0.0085,2.0,2.0,4.5,5.08,9.58,Low
780,Contoso Car power adapter M90 White,Computers,Contoso,4.67,3.0,0.0128,4.0,4.0,4.5,3.44,7.94,Low
781,Contoso Notebook Peripheral Kit M69 White,Computers,Contoso,3.7,3.0,0.0101,3.0,3.0,3.57,2.85,6.42,Low
782,Contoso Mouse Lock Bundle E200 White,Computers,Contoso,2.92,3.0,0.008,2.0,2.0,2.82,2.47,5.29,Low
783,Contoso Education Supplies Bundle E200 White,Computers,Contoso,5.64,4.0,0.0155,5.0,5.0,4.08,3.44,7.52,Low
784,Contoso Laptop Starter Bundle M200 White,Computers,Contoso,7.01,5.0,0.0192,7.0,7.0,4.06,4.74,8.8,Low
785,Contoso Education Essentials Bundle M300 White,Computers,Contoso,3.5,4.0,0.0096,4.0,4.0,2.53,2.18,4.71,Low
786,Contoso Desktop Alternative Bundle E200 White,Computers,Contoso,3.7,4.0,0.0101,4.0,4.0,2.68,2.93,5.61,Low
787,Contoso Power Inverter - DC to AC power inverter E900 White,Computers,Contoso,5.06,5.0,0.0139,7.0,7.0,2.93,3.02,5.95,Low
788,Contoso Smart Battery M901 White,Computers,Contoso,1.36,2.0,0.0037,1.0,1.0,1.97,1.32,3.29,Low
789,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 White,Computers,Contoso,4.48,3.0,0.0123,5.0,5.0,4.32,5.72,10.04,Low
790,Contoso Home/Office Laptop Power Adapter E300 White,Computers,Contoso,5.06,3.0,0.0139,3.0,3.0,4.88,4.88,9.76,Low
791,Contoso USB 2.0 Dock Station docking station M800 White,Computers,Contoso,7.98,4.0,0.0219,4.0,4.0,5.77,6.88,12.65,Low
792,Contoso Enhanced Capacity Battery M800 White,Computers,Contoso,5.84,3.0,0.016,6.0,6.0,5.63,4.81,10.44,Low
793,Contoso Connectivity Starter Kit Smart Buy M680 White,Computers,Contoso,4.67,3.0,0.0128,3.0,3.0,4.5,4.81,9.31,Low
794,Contoso 90W AC/DC Power Adapter E300 White,Computers,Contoso,6.03,5.0,0.0165,4.0,4.0,3.49,3.79,7.28,Low
795,Contoso Reserve Pen - Tablet Pen E200 White,Computers,Contoso,5.25,4.0,0.0144,5.0,5.0,3.8,3.54,7.34,Low
796,Contoso USB Data Link - direct connect adapter E600 White,Computers,Contoso,5.45,4.0,0.0149,5.0,5.0,3.94,4.31,8.25,Low
797,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White,Computers,Contoso,6.42,4.0,0.0176,5.0,5.0,4.64,5.62,10.26,Low
798,Contoso Digital camera accessory kit M200 White,Computers,Contoso,2.72,2.0,0.0075,5.0,5.0,3.93,2.75,6.68,Low
799,Contoso Leather Case - case for digital photo camera X20 White,Computers,Contoso,4.67,3.0,0.0128,5.0,5.0,4.5,4.96,9.46,Low
800,Contoso Lens cap E80 White,Computers,Contoso,5.64,3.0,0.0155,4.0,4.0,5.44,5.73,11.17,Low
801,Contoso Battery charger - bike E200 White,Computers,Contoso,3.5,3.0,0.0096,5.0,5.0,3.38,3.81,7.19,Low
802,Contoso USB Optical Mouse E200 White,Computers,Contoso,7.2,5.0,0.0197,5.0,5.0,4.17,4.94,9.11,Low
803,Contoso ADSL Modem Splitter/Filter X 1 E100 White,Computers,Contoso,4.28,3.0,0.0117,4.0,4.0,4.13,3.42,7.55,Low
804,Contoso ADSL Modem Splitter/Filter X 2 E200 White,Computers,Contoso,3.11,2.0,0.0085,4.0,4.0,4.5,2.92,7.42,Low
805,Contoso ADSL Modem Splitter/Filter X 3 E300 White,Computers,Contoso,4.67,2.0,0.0128,3.0,3.0,6.76,6.74,13.5,Low
806,Contoso USB Wave Multi-media Keyboard E280 White,Computers,Contoso,4.86,4.0,0.0133,4.0,4.0,3.51,4.06,7.57,Low
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,Computers,Contoso,9.73,6.0,0.0267,5.0,5.0,4.69,4.55,9.24,Low
808,Contoso Rechargeable Battery E100 Grey,Computers,Contoso,4.86,4.0,0.0133,6.0,6.0,3.51,3.3,6.81,Low
809,Contoso Dual USB Power Adapter - power adapter E300 Grey,Computers,Contoso,2.72,2.0,0.0075,4.0,4.0,3.93,5.08,9.01,Low
810,Contoso Car power adapter M90 Grey,Computers,Contoso,5.84,4.0,0.016,4.0,4.0,4.22,4.58,8.8,Low
811,Contoso Notebook Peripheral Kit M69 Grey,Computers,Contoso,2.34,3.0,0.0064,6.0,6.0,2.26,2.85,5.11,Low
812,Contoso Mouse Lock Bundle E200 Grey,Computers,Contoso,8.17,5.0,0.0224,6.0,6.0,4.73,4.12,8.85,Low
813,Contoso Education Supplies Bundle E200 Grey,Computers,Contoso,2.92,3.0,0.008,4.0,4.0,2.82,2.58,5.4,Low
814,Contoso Laptop Starter Bundle M200 Grey,Computers,Contoso,4.86,4.0,0.0133,2.0,2.0,3.51,3.8,7.31,Low
815,Contoso Education Essentials Bundle M300 Grey,Computers,Contoso,6.03,6.0,0.0165,4.0,4.0,2.91,3.28,6.19,Low
816,Contoso Desktop Alternative Bundle E200 Grey,Computers,Contoso,1.36,2.0,0.0037,3.0,3.0,1.97,1.46,3.43,Low
817,Contoso Power Inverter - DC to AC power inverter E900 Grey,Computers,Contoso,4.86,5.0,0.0133,4.0,4.0,2.81,3.02,5.83,Low
818,Contoso Smart Battery M901 Grey,Computers,Contoso,3.5,4.0,0.0096,5.0,5.0,2.53,2.64,5.17,Low
819,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,Computers,Contoso,7.78,3.0,0.0213,6.0,6.0,7.5,5.72,13.22,Low
820,Contoso Home/Office Laptop Power Adapter E300 Grey,Computers,Contoso,0.97,1.0,0.0027,1.0,1.0,2.81,1.62,4.43,Low
821,Contoso USB 2.0 Dock Station docking station M800 Grey,Computers,Contoso,4.67,3.0,0.0128,6.0,6.0,4.5,5.16,9.66,Low
822,Contoso Enhanced Capacity Battery M800 Grey,Computers,Contoso,6.03,3.0,0.0165,6.0,6.0,5.81,4.81,10.62,Low
823,Contoso Connectivity Starter Kit Smart Buy M680 Grey,Computers,Contoso,3.89,3.0,0.0107,3.0,3.0,3.75,4.81,8.56,Low
824,Contoso 90W AC/DC Power Adapter E300 Grey,Computers,Contoso,3.7,4.0,0.0101,6.0,6.0,2.68,3.04,5.72,Low
825,Contoso Reserve Pen - Tablet Pen E200 Grey,Computers,Contoso,2.92,3.0,0.008,1.0,1.0,2.82,2.66,5.48,Low
826,Contoso USB Data Link - direct connect adapter E600 Grey,Computers,Contoso,6.42,4.0,0.0176,6.0,6.0,4.64,4.31,8.95,Low
827,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Computers,Contoso,7.78,4.0,0.0213,6.0,6.0,5.63,5.62,11.25,Low
828,Contoso Digital camera accessory kit M200 Grey,Computers,Contoso,3.89,3.0,0.0107,7.0,7.0,3.75,4.12,7.87,Low
829,Contoso Leather Case - case for digital photo camera X20 Grey,Computers,Contoso,6.03,3.0,0.0165,7.0,7.0,5.81,4.96,10.77,Low
830,Contoso Lens cap E80 Grey,Computers,Contoso,1.17,1.0,0.0032,2.0,2.0,3.38,1.91,5.29,Low
831,Contoso Battery charger - bike E200 Grey,Computers,Contoso,4.09,3.0,0.0112,3.0,3.0,3.94,3.81,7.75,Low
832,Contoso USB Optical Mouse E200 Grey,Computers,Contoso,5.06,4.0,0.0139,6.0,6.0,3.66,3.95,7.61,Low
833,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,Computers,Contoso,5.25,4.0,0.0144,4.0,4.0,3.8,4.57,8.37,Low
834,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,Computers,Contoso,2.92,2.0,0.008,2.0,2.0,4.22,2.92,7.14,Low
835,Contoso ADSL Modem Splitter/Filter X 3 E300 Grey,Computers,Contoso,5.45,2.0,0.0149,6.0,6.0,7.88,6.74,14.62,Low
836,Contoso USB Wave Multi-Media Keyboard E280 Grey,Computers,Contoso,7.78,5.0,0.0213,5.0,5.0,4.5,5.07,9.57,Low
837,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,Computers,Contoso,5.06,4.0,0.0139,6.0,6.0,3.66,3.04,6.7,Low
838,Contoso USB Optical Mouse E200 Gold,Computers,Contoso,2.72,3.0,0.0075,5.0,5.0,2.62,2.96,5.58,Low
839,Contoso USB Wave Multi-Media Keyboard M901 Gold,Computers,Contoso,1.75,2.0,0.0048,8.0,8.0,2.53,2.98,5.51,Low
840,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub M200 Gold,Computers,Contoso,5.06,3.0,0.0139,5.0,5.0,4.88,6.88,11.76,Low
841,Contoso Reserve Pen - Tablet Pen E200 Gold,Computers,Contoso,2.53,3.0,0.0069,6.0,6.0,2.44,2.66,5.1,Low
842,Contoso Bright Light battery E20 Black,Computers,Contoso,1.56,2.0,0.0043,2.0,2.0,2.26,3.43,5.69,Low
843,Contoso Bright Light battery E20 blue,Computers,Contoso,4.86,3.0,0.0133,7.0,7.0,4.69,5.14,9.83,Low
844,Contoso Bright Light battery E20 Pink,Computers,Contoso,4.67,3.0,0.0128,6.0,6.0,4.5,5.14,9.64,Low
845,Contoso Bright Light battery E20 White,Computers,Contoso,4.28,3.0,0.0117,3.0,3.0,4.13,5.14,9.27,Low
846,Contoso Ultraportable Neoprene Sleeve E30 Black,Computers,Contoso,6.03,4.0,0.0165,4.0,4.0,4.36,3.98,8.34,Low
847,Contoso Ultraportable Neoprene Sleeve E30 Pink,Computers,Contoso,3.89,3.0,0.0107,3.0,3.0,3.75,2.98,6.73,Low
848,Contoso Ultraportable Neoprene Sleeve E30 Yellow,Computers,Contoso,1.56,2.0,0.0043,1.0,1.0,2.26,1.99,4.25,Low
849,Contoso Ultraportable Neoprene Sleeve E30 Green,Computers,Contoso,4.48,4.0,0.0123,5.0,5.0,3.24,3.98,7.22,Low
850,Contoso Laptop Keyboard X105 Black,Computers,Contoso,4.48,1.0,0.0123,3.0,3.0,12.96,9.56,22.52,Medium
851,Contoso Laptop Keyboard X105 White,Computers,Contoso,9.54,2.0,0.0261,6.0,6.0,13.8,19.12,32.92,Medium
852,Contoso Laptop Keyboard X105 Brown,Computers,Contoso,3.7,1.0,0.0101,8.0,8.0,10.7,9.56,20.26,Medium
853,Contoso Laptop Keyboard X105 Silver,Computers,Contoso,2.53,1.0,0.0069,3.0,3.0,7.32,9.56,16.88,Low
854,Contoso Multimedia Speakers M25 Brown,Computers,Contoso,5.84,2.0,0.016,3.0,3.0,8.45,14.83,23.28,Medium
855,Contoso Multimedia Speakers M25 Blue,Computers,Contoso,3.5,1.0,0.0096,5.0,5.0,10.13,7.42,17.55,Low
856,Contoso Multimedia Speakers M25 Black,Computers,Contoso,3.11,1.0,0.0085,4.0,4.0,9.0,7.42,16.42,Low
857,Contoso Multimedia Speakers M25 White,Computers,Contoso,5.84,2.0,0.016,5.0,5.0,8.45,14.83,23.28,Medium
858,Contoso Wireless Notebook Optical Mouse M35 Black,Computers,Contoso,6.03,3.0,0.0165,3.0,3.0,5.81,5.16,10.97,Low
859,Contoso Wireless Notebook Optical Mouse M35 White,Computers,Contoso,7.78,4.0,0.0213,6.0,6.0,5.63,6.88,12.51,Low
860,Contoso Wireless Notebook Optical Mouse M35 Blue,Computers,Contoso,1.56,2.0,0.0043,2.0,2.0,2.26,3.44,5.7,Low
861,Contoso Wireless Notebook Optical Mouse M35 Silver,Computers,Contoso,4.86,3.0,0.0133,4.0,4.0,4.69,5.16,9.85,Low
862,Contoso Wireless Notebook Optical Mouse M35 Orange,Computers,Contoso,0.78,1.0,0.0021,1.0,1.0,2.26,1.72,3.98,Low
863,Contoso Optical USB Mouse M45 Black,Computers,Contoso,3.31,2.0,0.0091,4.0,4.0,4.79,5.86,10.65,Low
864,Contoso Optical USB Mouse M45 White,Computers,Contoso,5.06,2.0,0.0139,4.0,4.0,7.32,5.86,13.18,Low
865,Contoso Optical USB Mouse M45 Grey,Computers,Contoso,7.2,3.0,0.0197,6.0,6.0,6.94,8.79,15.73,Low
866,Contoso Wireless Laser Mouse M55 Black,Computers,Contoso,4.28,2.0,0.0117,4.0,4.0,6.19,8.05,14.24,Low
867,Contoso Wireless Laser Mouse M55 White,Computers,Contoso,5.25,2.0,0.0144,7.0,7.0,7.59,8.05,15.64,Low
868,Contoso Wireless Laser Mouse M55 Grey,Computers,Contoso,6.42,2.0,0.0176,4.0,4.0,9.29,8.05,17.34,Low
869,Contoso Wireless Laser Mouse M55 Silver,Computers,Contoso,3.7,2.0,0.0101,4.0,4.0,5.35,8.05,13.4,Low
870,Contoso Wireless Laser Mouse E50 Black,Computers,Contoso,4.09,3.0,0.0112,7.0,7.0,3.94,4.01,7.95,Low
871,Contoso Wireless Laser Mouse E50 White,Computers,Contoso,4.86,3.0,0.0133,5.0,5.0,4.69,4.01,8.7,Low
872,Contoso Wireless Laser Mouse E50 Silver,Computers,Contoso,5.84,4.0,0.016,6.0,6.0,4.22,5.34,9.56,Low
873,Contoso Wireless Laser Mouse E50 Grey,Computers,Contoso,7.39,4.0,0.0202,6.0,6.0,5.34,5.34,10.68,Low
874,Contoso Wireless Notebook Optical Mouse X205 Black,Computers,Contoso,3.31,1.0,0.0091,7.0,7.0,9.58,5.38,14.96,Low
